Utterance,Type,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,ID,Comments,TS,Sub topic,Dialogue_Act,Emotion,Valence,Arousal,Dominance,Trust,SE
Were all those hard drives fairly expensive?,T,0.0,-1.0,0.0,-1.0,2.0,2.0,92_33,,,,,,,,,,
"I don't know. When I was up cleaning and running around the house trying to find more equipment. I found my mom's purse and I was just like, oh my god, she has a credit card in there. Oh my god, I can use our credit card. So I was using our credit card because it's trying to make her happy. And so I don't know I added the 236. They were probably 50 to $100 apiece, depending on where it could get them and I just ordered them.",P,,,,,,,92_34,,,,,,,,,,
How'd your mother respond to that?,T,1.0,-2.0,-1.0,2.0,2.0,-2.0,92_35,,,,,,,,,,
"My mom came to the hospital and was like, where are all these boxes coming from? It's like this, but I'm in my room. And she put them into my room. And then, like a week ago, she has, like, I see my credit card, and she wants to happen.",P,,,,,,,92_36,,,,,,,,,,
Is that strange relationship?,T,2.0,-1.0,-2.0,-1.0,-2.0,2.0,92_37,,,,,,,,,,
"No, that's just how we have a relationship generally",P,,,,,,,92_38,,,,,,,,,,
"you get along, okay. ",T,2.0,-1.0,0.0,-1.0,1.0,-1.0,92_39,,,,,,,,,,
"we get along perfectly fine. Like that's, that's how we talk to each other. Like, we talk to each other minimally, because she's not in my room, so she's not happy. So anytime she does come into my room, it messes up the balance. So I get unhappy, and then I just tell her to stay out so that I can be happy and she can be happy in her own place.",P,,,,,,,92_40,,,,,,,,,,
And you mentioned that they changed medications in the hospital.,T,2.0,-1.0,2.0,-1.0,-2.0,-1.0,92_41,,,,,,,,,,
The government changed for Medications,P,,,,,,,92_42,,,,,,,,,,
How are you feeling about taking your medications?,T,-1.0,1.0,0.0,2.0,1.0,2.0,92_43,,,,,,,,,,
while so,P,,,,,,,92_44,,,,,,,,,,
"Right, you you really want to get back to work on that machine.",T,1.0,-2.0,0.0,-2.0,2.0,-1.0,92_45,,,,,,,,,,
"Yes, I want to be back in my happy place. ",P,,,,,,,92_46,,,,,,,,,,
Have you found yourself as motivated these last couple weeks as you were before you're hospitalized?,T,2.0,-1.0,0.0,-2.0,-2.0,0.0,92_47,,,,,,,,,,
"Now? I haven't been that motivated. Big. I know I'm going to get it done. It's just I just don't know if I'm gonna get it done today or tomorrow, but I know what's gonna get done.",P,,,,,,,92_48,,,,,,,,,,
You still want to get that done. It's important to know.,T,0.0,-1.0,1.0,-1.0,1.0,-2.0,92_49,,,,,,,,,,
it's really important because I Can't be controlled by the government anymore.,P,,,,,,,92_50,,,,,,,,,,
"by Jason, I'd like you to continue seeing a counselor here. If you found the counsellor to be helpful.",T,2.0,2.0,0.0,-2.0,-2.0,2.0,92_51,,,,,,,,,,
The Counselor has been okay.,P,,,,,,,92_52,,,,,,,,,,
"But that okay, it's been okay. But we'll continue to counseling and hope that can can help you a bit. I appreciate you spending this time with me and explain what happened. ",T,2.0,2.0,0.0,-1.0,0.0,2.0,92_53,,,,,,,,,,
Thank you.,P,,,,,,,92_54,,,,,,,,,,
"Nicole, how are doing today?",T,2.0,2.0,-2.0,-2.0,-2.0,2.0,16_1,,,,,,,,,,
I'm doing well Maria.,P,,,,,,,16_2,,,,,,,,,,
Doing well. Thanks for asking. What brings you into our agency today?,T,2.0,2.0,-2.0,-1.0,2.0,-1.0,16_3,,,,,,,,,,
"Well, I've really just been feeling kind of anxious every time I go to work.",P,,,,,,,16_4,,,,,,,,,,
"feeling anxious every time you go to work, what type of place to work.",T,1.0,1.0,1.0,0.0,1.0,0.0,16_5,,,,,,,,,,
"I work just an insurance company, sort of an admin assistant.",P,,,,,,,16_6,,,,,,,,,,
Work for insurance company and how long have you been feeling anxious? there?,T,1.0,1.0,1.0,0.0,0.0,0.0,16_7,,,,,,,,,,
"Well, I've started a little over a year ago.",P,,,,,,,16_8,,,,,,,,,,
Have you ever had anxiety like that? A previous employer or any other place?,T,1.0,1.0,-2.0,-1.0,-2.0,0.0,16_9,,,,,,,,,,
"Yeah, I would say when I've started new jobs or even in new academic environments, I would feel somewhat anxious. So",P,,,,,,,16_10,,,,,,,,,,
"this is somewhat familiar, exciting. Mm hmm. Tell me about things I,",T,1.0,1.0,-2.0,-1.0,-2.0,0.0,16_11,,,,,,,,,,
"um, well, it starts you know, when I wake up in the morning and get ready to go to work, even when I'm driving in, I just start to get anxious. And then once I'm there, I really just, you know, I go to work and I do what I'm supposed to do, but I try to keep to myself. You know, I don't really enjoy interacting with some of my co workers and",P,,,,,,,16_12,,,,,,,,,,
what is it that happens when you try to interact with,T,1.0,1.0,0.0,2.0,-2.0,0.0,16_13,,,,,,,,,,
"um, I guess I just, I haven't really connected with any of them and I, I tend to worry about whether I'm doing my job right or if they like me, things like that. So it's just easier to stick to my my own office.",P,,,,,,,16_14,,,,,,,,,,
"Okay, so you have an office have separate offices. And you find yourself maybe isolating a little bit. Yeah,",T,0.0,-1.0,2.0,-1.0,1.0,-1.0,16_15,,,,,,,,,,
I guess you could say that.,P,,,,,,,16_16,,,,,,,,,,
"So what is the what is your experience of anxiety when you're kind of? I'm sure there are situations and diaries, more or less have to interact with other people to limit your experience of anxiety.",T,1.0,1.0,0.0,2.0,1.0,0.0,16_17,,,,,,,,,,
You mean how I'm feeling or what type of situations that happens in?,P,,,,,,,16_18,,,,,,,,,,
"Well, let's cover both. Let's start with what type of situations triggers it",T,1.0,1.0,1.0,2.0,-2.0,2.0,16_19,,,,,,,,,,
"Okay, um, I guess whenever I'm in a big crowd, purchase with a bunch of coworkers. If we have meetings or they ask for my input on input on something, I tend to get nervous and I just wonder, you know, if I'm saying the right thing, and then that sort of makes me get nervous around them. And then when I start to feel nervous, I get some stomach pains. I really would prefer just to stop talking, stop the meeting. And then I get, you know, a little red and blush, as well, whenever we have meetings.",P,,,,,,,16_20,,,,,,,,,,
Do you ever have a desire to leave? Like if you're in a group just to kind of exterior?,T,1.0,1.0,0.0,2.0,-2.0,0.0,16_21,,,,,,,,,,
"Oh, yeah, all the time. Um, I try not to because I don't want to do a bad job and I don't, you know, I don't want to perform poorly. But sometimes the anxiety just takes over a little bit, and I just would prefer to go back to my office and be by myself.",P,,,,,,,16_22,,,,,,,,,,
"And how distressing is this for you? I mean, obviously, you're here. So it must be some level of distress but how disruptive is it to your functioning?",T,1.0,1.0,0.0,-1.0,-2.0,-1.0,16_23,,,,,,,,,,
"Why would say I'm, you know, when I drive into work, you know, like it's I feel anxious every day and I've really just been thinking about leaving my job and finding something else where I can potentially even be more secluded and not have to go to meetings frequently or make presentations or anything like that.",P,,,,,,,16_24,,,,,,,,,,
So meetings and presentations in particular trigger.,T,1.0,1.0,0.0,-1.0,1.0,0.0,16_25,,,,,,,,,,
"I was saying, Yeah, I would say so. Anything where a lot of people are looking at me more than a few, I guess you could say.",P,,,,,,,16_26,,,,,,,,,,
"Can you tell me a little bit more about the physical symptoms? You mentioned your stomach hurt, when you feel anxious? Is there any other any other symptoms going on? You could feel physically,",T,1.0,1.0,0.0,2.0,0.0,0.0,16_27,,,,,,,,,,
"um, well, sometimes my palms will get sweaty, my face will get red or I'll get overheated. But mostly it's just some stomach pains leading up to you know, throughout the day, like if I'm thinking about what I have to do, that makes me anxious I'll start to get some stomach pains.",P,,,,,,,16_28,,,,,,,,,,
"So when these anxiety episodes are more intense, like when you when your stomach hurts, and you have other symptoms, Are you worried about it happening again? Like, are you worried that those symptoms are gonna occur again, that makes you have more symptoms?",T,1.0,1.0,0.0,2.0,1.0,2.0,16_29,,,,,,,,,,
"I'm not always worried about it happening again. I mean, sometimes I can anticipate it happening. And I would like to avoid it. But I would say here and there, I would worry about getting the stomach pains or blushing in front of people, things like that, but it's not every time.",P,,,,,,,16_30,,,,,,,,,,
Tell me about the meetings that you have. You mentioned that you have meetings you have to go to expected. How many people be in a typical meeting?,T,2.0,1.0,0.0,2.0,0.0,1.0,16_31,,,,,,,,,,
"Well, it's a pretty small company, but I would say probably anywhere between five and 10. Most of them are above me though. their positions are above me So,",P,,,,,,,16_32,,,,,,,,,,
so five to 10 how often these meetings scheduled?,T,0.0,0.0,-1.0,-1.0,-2.0,-1.0,16_33,,,,,,,,,,
"About once or twice a week regularly, and then sometimes we might meet more than that if something needs to be addressed.",P,,,,,,,16_34,,,,,,,,,,
"Right, so somewhat unplanned.",T,0.0,0.0,-1.0,0.0,-2.0,-1.0,16_35,,,,,,,,,,
Mm hmm. And then some happen weekly. Okay.,P,,,,,,,16_36,,,,,,,,,,
"So for the ones that are planned, you get anxious in advanced.",T,1.0,1.0,0.0,-1.0,-2.0,1.0,16_37,,,,,,,,,,
"Oh, yeah, definitely. I mean, I think about it, as soon as I know, I always know it's coming. So I'm always thinking about, you know, the next meeting that I'll have to present at or how I'll have to contribute. And then I just sort of I think about it until it happens, and then it's a cycle.",P,,,,,,,16_38,,,,,,,,,,
"All right. So the meetings triggered, generally not being isolated in the office kind of triggers this anxiety. Right. But there's other times it sounds like we're not anxious when you're isolating the office. How would have hungry anxious now? ",T,1.0,1.0,0.0,-1.0,-2.0,0.0,16_39,,,,,,,,,,
I'm not really when I'm by myself. I don't really feel anxious.,P,,,,,,,16_40,,,,,,,,,,
"So really, it's when you get up for work and start thinking about the work day, especially if they're meetings, right? That sort of starts to,",T,1.0,1.0,0.0,0.0,-2.0,0.0,16_41,,,,,,,,,,
"yeah, like if I have off work for a couple of days, I don't feel anxious at all. It's really just when I'm going to work when I know that I'm going to have to be talking to a lot of people or making presentations, things like that.",P,,,,,,,16_42,,,,,,,,,,
So you suffer the anxiety advance of these plan meetings? How about the unplanned meetings? What's your experience of those?,T,1.0,1.0,0.0,2.0,1.0,0.0,16_43,,,,,,,,,,
"Well, I mean, unplanned meetings, I, I don't really have a lot of time to think about them happening. But I would say even when I'm put on the spot and have to present anything or just even having a long discussion where a lot of people are looking at me or you know, listening to me for a long period of time, I would still say I get pretty anxious about that as well.",P,,,,,,,16_44,,,,,,,,,,
So both really causing say that's really troubling if you're suffering,T,1.0,1.0,0.0,2.0,-2.0,1.0,16_45,,,,,,,,,,
Yes.,P,,,,,,,16_46,,,,,,,,,,
"All right. What I'm going to do is because I'm going to schedule you to come and see a counselor here, okay? pi b, maybe later this week. Okay, that'd be okay. That'll work. So I'll take you out to the front. We'll get you scheduled will be treated later on this week. ",T,2.0,-1.0,2.0,-2.0,-2.0,2.0,16_47,,,,,,,,,,
"Okay, great. ",P,,,,,,,16_48,,,,,,,,,,
What you told me it's been very helpful. I want to thank you for coming in.,T,2.0,2.0,2.0,-2.0,-2.0,2.0,16_49,,,,,,,,,,
Thank you.,P,,,,,,,16_50,,,,,,,,,,
How are you doing today?,T,2.0,2.0,-2.0,-2.0,-2.0,2.0,4_1,,,,,,,,,,
Good. How you doing?,P,,,,,,,4_2,,,,,,,,,,
I'm doing well. Thanks for asking. I understand you had some symptoms recently they've been bothering you.,T,2.0,2.0,-2.0,-2.0,1.0,2.0,4_3,,,,,,,,,,
Yeah.,P,,,,,,,4_4,,,,,,,,,,
Could you tell me about those?,T,2.0,-1.0,0.0,-2.0,-2.0,2.0,4_5,,,,,,,,,,
"Yeah, probably for the last eight months, maybe a year even, you know, I have this position at work where I have to make these weekly presentations and, and it's killing me. I can't do it anymore.",P,,,,,,,4_6,,,,,,,,,,
Tell me about how these presentations are set up.,T,1.0,-1.0,0.0,2.0,-2.0,0.0,4_7,,,,,,,,,,
"So it's the executive director and it's ten managers, we're kind of sitting in a circle and everybody goes around and does like a weekly program update. Five minutes or so maybe 10. At the most if there's an issue that kind of needs to be adjusted. And but everybody takes turns speaking and it goes around kind of around in a circle. And you know, depending on where you said is what order you present and basically",P,,,,,,,4_8,,,,,,,,,,
and you say that this situation the presentation you said it's killing you.,T,1.0,0.0,0.0,2.0,-2.0,0.0,4_9,,,,,,,,,,
"Yeah, ",P,,,,,,,4_10,,,,,,,,,,
would feeling so you have,T,2.0,1.0,0.0,-1.0,-2.0,-1.0,4_11,,,,,,,,,,
"I feel like it's constantly on my mind and constantly worried about this presentation. And even though I only have to speak for like five minutes, I'm so consumed by by this part of my job that I can't I can't do anything else and I normally feel like I do good in my job but but this and, you know, it just, it builds up more like every day the day before is is really bad because I'm prepping for the meeting. And so it really starts to consume me then I don't sleep the night before. And then by the time you know, I get to the meeting I'm, I'm so anxious and so nervous, I'm panicking and everything, and I just can't. I just can't.",P,,,,,,,4_12,,,,,,,,,,
"So, so this is this is distressing for you. And this is probably difficult to, to talk about the beginning of the meeting what would be your anxiety level what's going on then?",T,1.0,1.0,0.0,2.0,1.0,0.0,4_13,,,,,,,,,,
"By the beginning of the meeting, when I've sat down, I feel like I'm breathing harder. I'm starting to sweat. And I feel like my face is turning red. My palms are really sweaty and costly having to wipe them off on my pants. I My heart is racing. And I feel like you know, the closer it gets to being my turn, I feel like everything just gets worse. I feel like I'm breathing harder and my heart is beating faster and louder. I feel like everybody can hear it. My stomach just gets in knots, I feel nauseous. And I can't, you know, there have been times that I've managed to like just hold my hand still, and just sit really still. And I've tried some deep breathing and just sat in and have made it through. And I have have made it to my, my presentation and and been able to speak but even then when I speak, I stutter and I stammer over my words, and I don't say everything I need to even I have a cheat sheet essentially. And I can reframe it. I still feel like I'm missing things and I'm leaving things out and my voice doesn't project so I end up speaking very softly and like I said, I'm stuttering, I just can't get it. Even then, it's it's still I feel like it's still a mess.",P,,,,,,,4_14,,,,,,,,,,
"You're not you're not happy with the quality of your presentation. Now even even when you're able to kind of stay there and conducted, so I want to divide this into the stages. So we talked about the very beginning. So you're already having anxieties sounds like it's fairly intense at that point. Tell me about as they go around the table and give their brief presentations. Tell me about what you're feeling as, as the presentations come around to you.",T,1.0,1.0,0.0,2.0,-2.0,0.0,4_15,,,,,,,,,,
