Utterance,Type,ID
"This morning I was just walking, I'd been at the supermarket and I was walking and I got really, really short of breath really quickly. Yeah, it was just a bit scary really.",P,okzklwP7zoo_11
And did that just happen today or have you been feeling out of breath over the past few days at all?,T,okzklwP7zoo_12
"It happened I'd probably say about two or three days ago, something like that. Sort of similar, really short of breath, quite...",P,okzklwP7zoo_13
"Right. And any other symptoms, like any pain in your chest or any cough at all or anything?",T,okzklwP7zoo_14
"No, no.",P,okzklwP7zoo_15
"And I was told by having a look at your notes before that you're pregnant, is that right? How many weeks pregnant are you?",T,okzklwP7zoo_16
12.,P,okzklwP7zoo_17
"12 weeks, okay. And has there been any concerns at all with the pregnancy up until now?",T,okzklwP7zoo_18
"No, it's been going really well.",P,okzklwP7zoo_19
"Right, okay. And other than the shortness of breath, any other symptoms you've noticed?",T,okzklwP7zoo_20
"No, no, not that I can... No. They get a bit sore at the end of the day if I've been doing a lot of walking round, but...",P,okzklwP7zoo_21
"Right, okay. And have you been any long-distance journey at all recently or have you...",T,okzklwP7zoo_22
We went down to see family in Somerset a few weeks ago. The car ride back from there was quite a long time.,P,okzklwP7zoo_23
About how long was the car ride about?,T,okzklwP7zoo_24
"We didn't really stop so I'd probably say about 6 or 7 hours, something like that.",P,okzklwP7zoo_25
And do you take any medications or anything?,T,okzklwP7zoo_26
"No, I'm just on the folic acid at the minute.",P,okzklwP7zoo_27
"The folic acid, okay. So you said over the past few days you've been getting a bit more out of breath and you're 12 weeks pregnant at the moment and you're taking folic acid. You also mentioned this long distance journey that you had. Is there anything else you think I've missed in terms of your symptoms or any other episode?",T,okzklwP7zoo_28
"No, no. Another reason why I was quite frightened this morning just before it happened, I was actually reading... I'm subscribed to this pregnancy magazine and I was flicking through that probably about 20 minutes or so before it happened. I was reading about sometimes a bit of shortness of breath can be caused by like clots and things like that.",P,okzklwP7zoo_29
"So that's something you think that you've read about and you think it could be that? It's made me panic a little bit. Right. And we'll talk a bit about that afterwards, but other than that do you have any other concerns or any specific questions you have? Okay. What I'd like to do now is just have a bit of a chat about what I think could be causing this and about some of the investigations we might need to do and some of the treatments involved. Is that okay? So as you were saying about in pregnancy, the magazine you were reading, sometimes you can get clots in your body. Because of what happens to your body during pregnancy, it can make your blood a lot more likely to clot. So sometimes people can get things like clots in their legs or sometimes clots in their chest, and that can give them symptoms like shortness of breath if you get a clot in your chest. Now don't worry, it doesn't sound obviously doesn't sound very nice to have a clot in your body. However, they are relatively common things and they're very treatable as well, which we'll go on to talk a bit about afterwards. Also, as you said you've been being pregnant you're more at risk of that and people have had a long time where they've not been moving around, such as the long car journey, that can make people more at risk of these clots, which is why I think this is something we need to look into and we probably need to do a few further tests to see if this is something like a clot in your body.",T,okzklwP7zoo_30
Will those tests need to be done today? Just because I've got quite a young boy at home and he's with my partner and I'm a little bit worried about him not...,P,okzklwP7zoo_31
"Okay, okay. So the tests that we do, I'll talk in a second. Now the issue with this condition is, as I said, it's relatively common. It's something that can be treated if you do have something like a clot. However, they can sometimes be severe and if they're not treated or investigated promptly, they can develop and can make people quite unwell. And obviously that could affect your child as well, your pregnancy, if it was to make you quite unwell. Also your oxygen levels are quite low. Because of that we'd need to give you oxygen to get your oxygen levels to a way that to a level that is acceptable and obviously that would be beneficial to your pregnancy. So I think it would be unsafe for you to leave until we get this sorted, because if we were to delay the treatment or the investigation that could affect you and your pregnancy as well, and not giving you oxygen as well could affect things. Does that sound reasonable or is that going to be a problem if you were to stay with us in hospital for the next day or so?",T,okzklwP7zoo_32
"We could sort something out. I'm not going to die, am I?",P,okzklwP7zoo_33
"So again, obviously it's good that you came to us early. This is something that is very treatable if it is a clot in the lung and we can give you treatment for it and the treatment is successful. It's usually you obviously don't know what's going to happen in the future but this if it is a clot in the lung that's a very successful the treatment's very successful. However the main thing is if treatment is delayed or if the diagnosis is delayed, that could affect you and your and your baby. And that's obviously part of the reason why we would take this seriously, why we would want to keep you in hospital to monitor to check for, you know, any complications or any signs that things could be getting worse. Okay. Is there any other specific questions or concerns you have for me?",T,okzklwP7zoo_34
"No, I don't think so. Just any risk that the test might have towards the baby.",P,okzklwP7zoo_35
"So what I'd like to do now is talk a bit about the tests that we do. What we would do initially is a scan of your legs. As I said, these clots in your lungs, if you do have a clot in your lung, they usually develop because you first developed a clot in your legs, in one of the veins in your legs, and that can travel to your lungs. So the first test we would do is a jelly-type scan called an ultrasound of your legs to see if there is a clot there. If there is a clot, then we give you the treatment for the clot and there's no further tests we need we need to do. However, if we don't discover the clot there, we then need to do tests on your lungs to see if there is a clot on your lungs. The two tests that we might need to do, one is called a... they've both got fancy names... one is called a CTPA. Basically means you go into a scanner, we cover your baby so your baby's not affected by the CTPA, and you go into a scanner and they give you x-rays to see if you do have a clot in your lung. That's one of the tests. The concern or the issue with that is that if someone's pregnant, because of the changes to a woman's breasts when they're pregnant, it can give a very, very, very small increase of breast cancer several years later on. But I emphasize that's a very, very small increased chance in the future with a with a CTPA, okay? The number is about 0.7% increased risk, so it's a very, very, very small increased risk. The alternative to a CTPA is something called a VQ scan. Now a VQ scan, they give you an injection and it looks... it does various things to see if there is a clot in your lung. The downside to a VQ scan is that again it's a very, very, very small risk, but if you're pregnant there can be a tiny increased risk of childhood types of cancers with a VQ scan. And as I say that sounds very horrible, it doesn't sound very nice, but these risks, the increased risks to your baby of childhood cancers is very small with a VQ scan, or of the CTPA the increased risk to you of breast cancer later on in life is a very, very small increased risk. I know that's a lot of information I've given you. Is there any questions you have or anything that's not made sense or anything you're concerned from what I've told you?",T,okzklwP7zoo_36
"Just other than obviously with the VQ scan, with the CTPA there's no risk to my baby is there at all?",P,okzklwP7zoo_37
"No, no risk to the baby. They cover your baby, so they put, I don't know exactly what it is but it's sort of a board, I think it's a lead board they put over your tummy when they do the scan so that your baby's not affected during it. Yeah. Okay.",T,okzklwP7zoo_38
Okay. And how do they treat it? Is the treatment different because I'm...,P,okzklwP7zoo_39
"So the treatment that we give, for someone who's pregnant, if you do have, if one of these tests does discover you have a clot, we give you injections called Heparin, or low molecular weight heparin. And they're these small injections that people usually give in their tummy. They're not too uncomfortable, lots of people manage it very, very well. And you usually have them maybe once or twice in the day, and you have that throughout your pregnancy and up to six weeks after, six weeks afterwards. Sometimes people need to continue longer but usually it's up to six weeks afterwards. Okay.",T,okzklwP7zoo_40
Would I be able to go home with that or do you need to be in hospital more?,P,okzklwP7zoo_41
"No, so again this is something if you do have the clot we would give you the treatment here and then we can train you, or if you're not happy, some people have concerns about injections with something we can train maybe someone who's close to you to give you the injections. But the injections that we give you, as I say, every injection has mild side effects, but it's to help the clot from progressing and obviously to have no negative effects on your on your baby. Okay. Yeah.",T,okzklwP7zoo_42
Are there any other treatment options or is that the only one?,P,okzklwP7zoo_43
So with pregnancy this is the one we choose. If you weren't pregnant we usually start patients on a medication called Warfarin. I don't know if you've heard of Warfarin before at all. So it's just another type of medication that we give for clots and the reason we don't give Warfarin during pregnancy is because Warfarin can be harmful to your baby. Okay. So that's why we don't give Warfarin to treat clots during pregnancy. We give you these injections because they won't harm they won't harm your baby. Okay. Do you have any other questions for me or anything that's not been clear at all or any concerns from what I've said?,T,okzklwP7zoo_44
